epoch,train_loss,train_acc,val_loss,val_acc,val_f1
1,1.1098195413986056,60.681021213531494,0.6792803115362452,75.2764642238617,0.7455118894577026
2,0.7818664756553484,72.77956008911133,0.6592310244555769,75.61874389648438,0.7570840120315552
3,0.6722723431378058,76.49005055427551,0.6158502161060182,76.97911262512207,0.7707449197769165
4,0.599879162365014,79.31490540504456,0.6234953467598323,77.15464234352112,0.7731549739837646
5,0.5603820896382877,80.84185719490051,0.6212082682953697,77.90942788124084,0.7780661582946777
6,0.5388856700871629,81.52389526367188,0.6163564138803702,78.18149924278259,0.7810905575752258
7,0.5042166057762221,83.2239031791687,0.6180658752012272,77.83921360969543,0.7795722484588623
8,0.45844744918228514,84.47090983390808,0.6280501052115046,78.16394567489624,0.7828626036643982
9,0.443870462032248,85.03079414367676,0.6524793992998325,76.9527792930603,0.7714674472808838
10,0.42384052985066817,85.5804979801178,0.6150041572755572,78.28681468963623,0.7832733392715454
11,0.41638034460129497,85.97750067710876,0.6106425234431038,78.94505858421326,0.7891511917114258
12,0.40019400657363846,86.53229475021362,0.6105671768468323,78.84851694107056,0.7892745733261108
13,0.396817271394715,86.51193380355835,0.6257649564667819,78.40090990066528,0.7839374542236328
14,0.39795966875947814,86.59846186637878,0.6830367473808007,76.69826149940491,0.765378475189209
15,0.395129050497079,86.85295581817627,0.6305866091739392,78.28681468963623,0.7816840410232544
16,0.37360686225074696,87.16343641281128,0.6325008314020365,78.09373140335083,0.7828100323677063
17,0.37789235851720887,87.52481341362,0.6315186898977713,78.62032651901245,0.7850491404533386
18,0.3736472555633332,87.71822452545166,0.6152106391936407,78.90117764472961,0.788630485534668
19,0.36302230776426403,87.64187693595886,0.6544917392135855,77.77777910232544,0.7771625518798828
20,0.38336158681443844,87.28559017181396,0.6256908757212802,78.16394567489624,0.7831857204437256
21,0.35902852236271643,88.1152331829071,0.6240463979149211,78.68176102638245,0.7854667901992798
22,0.37037405463652306,87.74367570877075,0.6478322594513903,78.1200647354126,0.7798943519592285
23,0.36665027228816294,87.81493306159973,0.6215547141397914,78.53255867958069,0.7842432856559753
24,0.3789367904053281,87.13798522949219,0.6315824053913873,78.38336229324341,0.7822287678718567
25,0.3698269904892301,87.50445246696472,0.6389912696799456,78.38336229324341,0.7826858758926392
26,0.36739663577923726,87.67241835594177,0.6063369406755593,78.9275050163269,0.7896825075149536
27,0.3664373166652058,87.64187693595886,0.6216807966077604,78.62910032272339,0.7854519486427307
28,0.37015191977479844,87.55026459693909,0.6293004709261678,78.71686816215515,0.7867022752761841
29,0.3661804047463012,87.70295977592468,0.6194739946102986,78.78708243370056,0.7887712717056274
30,0.366293555282679,87.76403665542603,0.6445820532513316,78.5676658153534,0.7850965261459351
31,0.36833278575886946,87.39756941795349,0.6289156329803295,78.4447968006134,0.7830129861831665
32,0.3652403898134635,87.79966235160828,0.6234729660806368,78.71686816215515,0.7868558764457703
33,0.36154963822220265,87.89128065109253,0.6202819103602809,78.29559445381165,0.7822170853614807
34,0.36668990324877515,87.4230146408081,0.6181638315222546,78.70809435844421,0.7867974042892456
35,0.3697277804917828,87.83020377159119,0.6216419397228251,78.74319553375244,0.7874882817268372
36,0.3566718744053606,88.15595507621765,0.6186955469227015,78.3482551574707,0.78363037109375
37,0.37006967923517586,87.5553548336029,0.619597985251291,79.03282642364502,0.7912549376487732
38,0.3701864202737301,87.50445246696472,0.6214169850522441,78.14639210700989,0.7808595895767212
39,0.3779237782489143,87.26013898849487,0.6381494172418448,78.32192182540894,0.7825329303741455
40,0.3671089300608694,87.8047525882721,0.6513093674650254,77.94453501701355,0.7800688147544861
