epoch,train_loss,train_acc,test_loss,test_acc,test_f1
1,1.8143332557401795,34.8602831363678,1.797524306178093,53.080570697784424,0.5308057069778442
2,1.3445947999539583,61.97893023490906,1.1089823126792908,69.35229301452637,0.6935229301452637
3,0.9278100262517515,77.46220827102661,0.9673137024044991,68.56240034103394,0.6856240034103394
4,0.6548281584096991,84.33348536491394,0.9479887194931507,67.14060306549072,0.6714060306549072
5,0.455936837023583,88.18140029907227,1.069655393064022,65.00790119171143,0.6500790119171143
6,0.31683983923732373,92.25835800170898,0.7319367211312056,73.61769080162048,0.7361769080162048
7,0.22381297488143478,93.95327568054199,0.7789779100567102,70.93207240104675,0.7093206644058228
8,0.16459258937317392,95.92304229736328,0.6919875044375658,77.48815417289734,0.7748815417289734
9,0.13117732712324115,96.88501954078674,0.8877099916338921,70.06319165229797,0.7006319165229797
10,0.11194103616087334,98.0760395526886,0.6322975512593985,77.96208262443542,0.7796208262443542
11,0.08726110865456471,98.99221062660217,1.3200615540146827,63.34913372993469,0.6334913372993469
12,0.13567355831248173,97.80119061470032,0.9704716339707374,70.22116780281067,0.7022116780281067
13,0.11895569656854091,97.89280891418457,1.0316102296113967,67.45655536651611,0.6745655536651611
14,0.07541929819769617,98.9005982875824,0.7025731947273016,77.25118398666382,0.7725117802619934
15,0.04461496521759292,99.67933893203735,0.7904044859111309,75.67140460014343,0.7567140460014343
16,0.053778040573756763,98.9005982875824,0.6263299886137247,80.41074275970459,0.8041074275970459
17,0.03083685475766011,99.67933893203735,0.6643801625818014,78.9889395236969,0.789889395236969
18,0.029996009152112663,99.7709572315216,0.7110787440091372,78.67298722267151,0.7867298722267151
19,0.045825914493289543,99.12964105606079,0.7639007894322276,79.77883219718933,0.7977883219718933
20,0.02769047059658645,99.7709572315216,0.7053461387753487,79.62085604667664,0.7962085604667664
21,0.03652115779982853,99.63353276252747,0.9272638802416623,72.90679216384888,0.7290679216384888
22,0.07758564064684122,98.03023338317871,0.7865017425268889,79.06792759895325,0.7906792163848877
23,0.02818326755642783,99.5877206325531,0.7487394612282514,78.90995144844055,0.7890995144844055
24,0.01980957089572389,99.90838170051575,0.6277835872024298,81.91153407096863,0.8191153407096863
25,0.014717639565629803,99.95419383049011,0.6618574164807797,81.35861158370972,0.8135861754417419
26,0.011136425902014193,99.95419383049011,0.6757175391539931,81.43759965896606,0.8143759965896606
27,0.009540126375530077,100.0,0.6243094822391868,81.75355195999146,0.8175355195999146
28,0.00925536466209029,100.0,0.6370553225278854,82.78040885925293,0.8278040289878845
29,0.008660739630231283,100.0,0.6621236011385918,81.27962350845337,0.8127962350845337
30,0.012079939792823532,99.86257553100586,0.7373160269111395,80.33175468444824,0.8033175468444824
31,0.009380566072650254,99.95419383049011,0.6670489070937038,81.83254599571228,0.8183254599571228
32,0.008484602215753841,99.95419383049011,0.7217579197138548,80.9636652469635,0.809636652469635
33,0.013916314385520915,99.86257553100586,0.7474777655676007,80.17377853393555,0.8017377853393555
34,0.05200843556878575,98.99221062660217,0.797589435428381,78.67298722267151,0.7867298722267151
35,0.020756663919925904,99.72515106201172,0.8764106141403317,78.90995144844055,0.7890995144844055
36,0.015277083900730138,99.72515106201172,0.7434728253632784,79.69984412193298,0.7969984412193298
37,0.01173888111109103,99.90838170051575,0.7221670928411186,80.88467717170715,0.8088467717170715
38,0.02208942914739305,99.7709572315216,1.052596028149128,74.32859539985657,0.7432859539985657
39,0.04958405165150222,98.80897998809814,1.1438969500362872,76.46129727363586,0.7646129727363586
40,0.025112809728075197,99.45029616355896,1.1311692314222455,74.80252981185913,0.7480252385139465
