epoch,train_loss,train_acc,test_loss,test_acc,test_f1
1,1.8895318335381106,27.98900604248047,1.720762774348259,50.07898807525635,0.5007898807525635
2,1.4467525862265325,53.45854163169861,1.1951043352484703,69.0363347530365,0.690363347530365
3,1.0767235306725986,68.85020732879639,0.8869205608963966,73.06476831436157,0.7306476831436157
4,0.7678931109283281,78.56160998344421,0.7223105996847152,76.69826149940491,0.7669826149940491
5,0.5818020627982374,82.86761045455933,0.6294867396354675,77.33017206192017,0.7733017802238464
6,0.4601081778173861,86.39487028121948,0.5617104552686214,79.77883219718933,0.7977883219718933
7,0.3746822532536327,88.04397583007812,0.5804909266531467,78.9889395236969,0.789889395236969
8,0.2980544612459514,90.56344628334045,0.5850786786526442,77.48815417289734,0.7748815417289734
9,0.2567978100716204,91.93770289421082,0.670414824038744,74.88151788711548,0.7488152384757996
10,0.20076834432024887,94.04489398002625,0.5020588047802448,81.59557580947876,0.8159557580947876
11,0.16034961632196454,96.06046676635742,0.5339498169720173,80.48973083496094,0.8048973083496094
12,0.13592518974041592,96.88501954078674,0.5503418348729611,81.75355195999146,0.8175355195999146
13,0.11164395106227501,97.89280891418457,0.6247228596359491,79.46287393569946,0.7946287989616394
14,0.08596857067575489,98.62574338912964,0.5509390819817781,81.75355195999146,0.8175355195999146
15,0.07200094525688801,99.17544722557068,0.5349199103191495,82.62243270874023,0.8262243270874023
16,0.05820517162319975,99.40448999404907,0.5437818078324199,82.70142078399658,0.8270142078399658
17,0.05272655603408381,99.49610829353333,0.595274592936039,81.59557580947876,0.8159557580947876
18,0.05544384730898816,98.85478615760803,0.5555156338959932,81.51658773422241,0.8151658773422241
19,0.04570919230742299,99.49610829353333,0.6807663686573505,78.04107666015625,0.7804107666015625
20,0.0347697375126291,99.67933893203735,0.6527444580569863,79.22590970993042,0.7922590970993042
21,0.031288775163230254,99.67933893203735,0.5753427691757679,81.67456388473511,0.8167456388473511
22,0.02940323674187496,99.45029616355896,0.5860762938857078,81.51658773422241,0.8151658773422241
23,0.02587906144005989,99.67933893203735,0.561166961863637,81.75355195999146,0.8175355195999146
24,0.044318020667718803,99.26706552505493,0.5823713609948754,82.54344463348389,0.8254344463348389
25,0.02113196385713915,99.8167634010315,0.7791497828438878,78.19905281066895,0.7819905281066895
26,0.02518920442494361,99.5877206325531,0.673335954733193,81.04265332221985,0.8104265332221985
27,0.01895293386221148,99.7709572315216,0.6900160428136587,80.88467717170715,0.8088467717170715
28,0.014254148334156776,99.90838170051575,0.6258064147084952,81.1216413974762,0.811216413974762
29,0.014499921736347935,99.8167634010315,0.6206525566056371,82.22748637199402,0.8222748637199402
30,0.010874410325229384,99.90838170051575,0.7112257614731788,80.56871891021729,0.8056871891021729
31,0.012223313522079716,99.86257553100586,0.6815319631248713,80.41074275970459,0.8041074275970459
32,0.006547228919099207,100.0,0.6180339638143778,83.17535519599915,0.8317534923553467
33,0.008236059697979279,99.90838170051575,0.629262413084507,82.06951022148132,0.8206951022148132
34,0.006881175823408463,99.95419383049011,0.6047208538278938,83.0963671207428,0.830963671207428
35,0.01442032779627682,99.90838170051575,0.61539919488132,82.38546848297119,0.8238547444343567
36,0.020595803342260206,99.67933893203735,0.8720500770956278,78.35702896118164,0.7835702896118164
37,0.009301727277435955,99.90838170051575,0.7309048127382993,81.04265332221985,0.8104265332221985
38,0.009399986613298888,99.95419383049011,0.7544180355966091,80.56871891021729,0.8056871891021729
39,0.011190322234524765,99.72515106201172,0.7227632561698556,80.41074275970459,0.8041074275970459
40,0.007365843524525374,99.90838170051575,0.7239524524658918,81.04265332221985,0.8104265332221985
