epoch,train_loss,train_acc,val_loss,val_acc,val_f1
1,1.4880359639250609,47.43354618549347,0.7724144877019923,73.93364906311035,0.7354906797409058
2,1.1723182627113449,63.978004455566406,0.7669116068369523,70.22116780281067,0.6827096939086914
3,1.0402178064084293,68.69844198226929,0.6538567766002829,78.75197529792786,0.7859777808189392
4,0.8778883250110965,74.88542795181274,0.5471658763739812,80.2527666091919,0.7890274524688721
5,0.9204399427014901,74.83959794044495,0.59302756319258,78.43601703643799,0.785507082939148
6,0.7952148780161831,78.78093719482422,0.5993582446691218,80.17377853393555,0.7899891138076782
7,0.7917907973230704,79.19340133666992,0.5276142779232785,81.51658773422241,0.8029934763908386
8,0.8119129323128246,78.87259125709534,0.6530070076382662,79.62085604667664,0.7981604337692261
9,0.7346883042520006,81.89734220504761,0.5731104476165227,81.83254599571228,0.8161383867263794
10,0.7178923147879916,82.4014663696289,0.5455653100103866,81.99052214622498,0.8208380341529846
11,0.7102258952793782,82.5847864151001,0.5704933050473693,80.9636652469635,0.8114346861839294
12,0.6343776611807584,86.0219955444336,0.5010028309610858,83.17535519599915,0.8324195146560669
13,0.5772092648168068,86.84692978858948,0.49094175616803665,84.51817035675049,0.8451600074768066
14,0.5835616099029288,87.30522394180298,0.5100753870227823,84.36018824577332,0.8438258171081543
15,0.5475652422363282,87.80934810638428,0.5002391186620821,83.49131345748901,0.8349496722221375
16,0.5523401079195749,87.58020401000977,0.5015965966087281,84.43917632102966,0.8444870710372925
17,0.5153420089422208,88.35930228233337,0.5121533026372945,83.9652419090271,0.8404826521873474
18,0.5145192560897739,88.54262232780457,0.48275468667813154,84.59715843200684,0.8471280336380005
19,0.594285636547847,86.25114560127258,0.48493369938387765,84.99209880828857,0.8508577942848206
20,0.4952133086823289,88.49679231643677,0.521081576686318,83.9652419090271,0.8406420946121216
21,0.5478108425912346,87.71768808364868,0.47600064086873317,85.2290689945221,0.8530872464179993
22,0.5347689942863969,88.17598819732666,0.4825614114145452,85.0710928440094,0.8515257835388184
23,0.5527584969529611,87.48854398727417,0.49257060482414894,84.67614650726318,0.8471499681472778
24,0.5118891765610216,88.31347227096558,0.4757911224408045,84.75513458251953,0.8484178185462952
25,0.529890798607638,87.71768808364868,0.4728483013928223,85.46603322029114,0.8556889295578003
26,0.49117368125842453,89.50504064559937,0.4938645264584984,84.83412265777588,0.8488141298294067
27,0.5260877909580984,88.13015818595886,0.5007817661796381,83.88625383377075,0.8383879661560059
28,0.5129694453637798,88.03849816322327,0.48284472508808074,84.28120017051697,0.8425111770629883
29,0.5342508286961605,87.53437399864197,0.4768983785191398,85.0710928440094,0.8510775566101074
30,0.5085936531033555,88.58845233917236,0.5042182997078176,84.59715843200684,0.8463817834854126
31,0.47512887814018184,90.00916481018066,0.4985973155477532,84.67614650726318,0.84812992811203
32,0.4627033273393235,89.36755061149597,0.45568992878391484,85.46603322029114,0.8553605079650879
33,0.5235050767574777,88.13015818595886,0.48440153841692957,84.99209880828857,0.8505263328552246
34,0.523089323749409,88.08432817459106,0.4788896055578956,84.12322402000427,0.841497540473938
35,0.5257290713301255,87.12190389633179,0.4839346149612544,84.83412265777588,0.8489919900894165
36,0.46670724527686697,90.00916481018066,0.49535887111908034,84.51817035675049,0.8461219668388367
37,0.4875001961145103,88.68011236190796,0.5085329145039098,84.51817035675049,0.8459266424179077
38,0.5047800605937388,88.45096230506897,0.47711158397911163,85.2290689945221,0.8528456687927246
39,0.5757427863302059,86.20531558990479,0.48340353280824305,84.75513458251953,0.8479671478271484
40,0.5048325616349043,88.63428235054016,0.48175392271512557,84.75513458251953,0.8470674753189087
